Listing ID,URL,Price,Количество комнат,Город,Этаж,Тип дома,Жилой комплекс,Площадь,Санузел,Высота потолков,Год постройки,Парковка
761939739,https://krisha.kz/a/show/761939739,20000000,1,Сарыарка р-н,7 из 12,кирпичный,Rio de Janeiro,42.0,NULL,NULL,2020.0,NULL
761667017,https://krisha.kz/a/show/761667017,33000000,2,Есильский р-н,8 из 9,кирпичный,Sport City,40.0,совмещенный,NULL,2020.0,NULL
761985170,https://krisha.kz/a/show/761985170,35000000,3,Алматы р-н,19 из 24,монолитный,Millenium Park,60.0,совмещенный,NULL,2018.0,NULL
699466453,https://krisha.kz/a/show/699466453,83000000,3,Есильский р-н,5 из 9,монолитный,Soho,110.0,NULL,NULL,2022.0,паркинг
761586351,https://krisha.kz/a/show/761586351,45000000,3,Алматы р-н,2 из 18,монолитный,Жайна,90.0,NULL,NULL,2016.0,NULL
761985679,https://krisha.kz/a/show/761985679,25000000,2,Есильский р-н,13 из 14,монолитный,Номад,40.0,совмещенный,NULL,2008.0,NULL
699665942,https://krisha.kz/a/show/699665942,41000000,2,Есильский р-н,7 из 36,монолитный,Триумф Астаны,74.0,NULL,NULL,2008.0,NULL
696152110,https://krisha.kz/a/show/696152110,40000000,2,Есильский р-н,1 из 12,монолитный,NULL,71.0,раздельный,NULL,2024.0,NULL
761601578,https://krisha.kz/a/show/761601578,30500000,3,Сарайшык р-н,7 из 9,кирпичный,NULL,77.0,раздельный,NULL,2015.0,NULL
761949830,https://krisha.kz/a/show/761949830,23500000,1,Есильский р-н,14 из 24,монолитный,Алтын Шар 1,43.9,NULL,NULL,2018.0,NULL
761545779,https://krisha.kz/a/show/761545779,16500000,2,Алматы р-н,2 из 5,панельный,NULL,45.0,раздельный,NULL,1978.0,NULL
762027439,https://krisha.kz/a/show/762027439,29500000,3,Алматы р-н,12 из 19,кирпичный,Магистральный 3,69.0,NULL,2.7,2013.0,NULL
760890705,https://krisha.kz/a/show/760890705,27000000,2,Нура р-н,11 из 12,кирпичный,Brussels,47.7,совмещенный,NULL,2020.0,NULL
761486488,https://krisha.kz/a/show/761486488,11000000,1,Сарыарка р-н,4 из 4,кирпичный,NULL,24.0,совмещенный,NULL,2012.0,NULL
761662839,https://krisha.kz/a/show/761662839,23800000,2,Нура р-н,5 из 9,кирпичный,Madi,37.0,NULL,NULL,2024.0,NULL
761551847,https://krisha.kz/a/show/761551847,20500000,3,р-н Байконур,5 из 5,иной,NULL,57.4,совмещенный,NULL,1970.0,NULL
761315861,https://krisha.kz/a/show/761315861,50000000,2,Есильский р-н,2 из 9,кирпичный,Asylym Prime,67.5,NULL,NULL,2020.0,NULL
761551669,https://krisha.kz/a/show/761551669,39000000,3,р-н Байконур,4 из 13,монолитный,Кампус,104.0,NULL,NULL,2010.0,NULL
760065610,https://krisha.kz/a/show/760065610,20000000,1,Алматы р-н,7 из 9,кирпичный,NULL,40.0,совмещенный,NULL,2019.0,NULL
699788598,https://krisha.kz/a/show/699788598,19800000,1,Сарыарка р-н,3 из 12,кирпичный,Rio de Janeiro,40.0,NULL,NULL,2020.0,NULL
762172386,https://krisha.kz/a/show/762172386,23500000,1,Есильский р-н,17 из 17,монолитный,MoD.Comfort,38.0,NULL,NULL,2024.0,NULL
761857099,https://krisha.kz/a/show/761857099,33000000,2,Есильский р-н,1 из 11,кирпичный,Ориенталь,54.2,NULL,NULL,2020.0,NULL
760458418,https://krisha.kz/a/show/760458418,30000000,3,Есильский р-н,3 из 16,монолитный,Памир,64.0,NULL,NULL,2018.0,NULL
762058463,https://krisha.kz/a/show/762058463,55000000,4,Есильский р-н,6 из 12,монолитный,Инфинити-2,108.0,NULL,NULL,2012.0,NULL
761678790,https://krisha.kz/a/show/761678790,39000000,2,Есильский р-н,4 из 9,монолитный,Expo New Life-2,73.0,NULL,NULL,2021.0,паркинг
760468426,https://krisha.kz/a/show/760468426,66500000,4,Есильский р-н,3 из 9,кирпичный,Homeland,92.0,NULL,NULL,2023.0,NULL
693633401,https://krisha.kz/a/show/693633401,26000000,2,Есильский р-н,1 из 9,кирпичный,"Есиль (Бокейхана, 17)",62.0,совмещенный,NULL,2014.0,NULL
761402352,https://krisha.kz/a/show/761402352,36500000,3,р-н Байконур,5 из 7,кирпичный,NULL,81.2,раздельный,NULL,2005.0,NULL
699552989,https://krisha.kz/a/show/699552989,37500000,2,Есильский р-н,10 из 12,монолитный,Sat City,65.4,NULL,NULL,2020.0,NULL
762030405,https://krisha.kz/a/show/762030405,24000000,2,Нура р-н,4 из 12,монолитный,Delta,38.1,NULL,NULL,2020.0,NULL
667267019,https://krisha.kz/a/show/667267019,52500000,4,Сарыарка р-н,3 из 16,монолитный,Жастар-2,139.6,2 с/у и более,NULL,2008.0,NULL
697967545,https://krisha.kz/a/show/697967545,53000000,4,Есильский р-н,5 из 22,монолитный,Assyl Tau,103.0,NULL,NULL,2024.0,NULL
761224927,https://krisha.kz/a/show/761224927,33700000,1,Есильский р-н,20 из 22,монолитный,Only Sun & Moon,45.84,совмещенный,NULL,2020.0,NULL
761398051,https://krisha.kz/a/show/761398051,20499000,1,Сарайшык р-н,12 из 18,иной,Томирис,43.0,NULL,NULL,2020.0,NULL
761882040,https://krisha.kz/a/show/761882040,75500000,3,Есильский р-н,12 из 20,монолитный,Nexpo Union,95.0,NULL,NULL,2023.0,NULL
762002897,https://krisha.kz/a/show/762002897,15300000,1,Нура р-н,14 из 20,монолитный,Sezim Qala.Baqyt Towers,30.0,NULL,3.0,2024.0,NULL
761364175,https://krisha.kz/a/show/761364175,22500000,3,Сарыарка р-н,4 из 5,панельный,NULL,65.0,совмещенный,NULL,1989.0,NULL
761642493,https://krisha.kz/a/show/761642493,24000000,1,Алматы р-н,10,монолитный,Qazanat,46.5,совмещенный,NULL,2019.0,NULL
692906520,https://krisha.kz/a/show/692906520,115000000,4,Нура р-н,6 из 12,монолитный,GreenLine.FreeDom,119.2,2 с/у и более,NULL,2021.0,NULL
761989613,https://krisha.kz/a/show/761989613,28000000,1,Есильский р-н,4 из 9,монолитный,Asylym Park 1,40.0,NULL,NULL,2024.0,паркинг
761663249,https://krisha.kz/a/show/761663249,19000000,2,р-н Байконур,1 из 5,панельный,NULL,45.7,совмещенный,NULL,1976.0,NULL
699844402,https://krisha.kz/a/show/699844402,14900000,1,Сарыарка р-н,4 из 10,иной,NULL,36.0,совмещенный,NULL,2012.0,NULL
695152268,https://krisha.kz/a/show/695152268,56500000,3,Алматы р-н,1 из 9,кирпичный,England,82.0,NULL,NULL,2017.0,NULL
761326450,https://krisha.kz/a/show/761326450,43000000,3,Нура р-н,9 из 12,монолитный,Жагалау 3,90.0,раздельный,NULL,2013.0,NULL
761823405,https://krisha.kz/a/show/761823405,53900000,2,Есильский р-н,3 из 9,NULL,NULL,63.0,совмещенный,NULL,2024.0,NULL
761972670,https://krisha.kz/a/show/761972670,27400000,2,Алматы р-н,8 из 12,кирпичный,Гималаи,70.3,совмещенный,NULL,2024.0,NULL
697085341,https://krisha.kz/a/show/697085341,27500000,2,Сарыарка р-н,9 из 9,NULL,Кокшебель,55.0,совмещенный,NULL,2024.0,NULL
761995614,https://krisha.kz/a/show/761995614,21450000,2,Алматы р-н,2 из 12,кирпичный,Степной-1,57.0,совмещенный,NULL,2007.0,NULL
761959377,https://krisha.kz/a/show/761959377,44000000,3,Алматы р-н,5 из 16,монолитный,Коксу,83.5,раздельный,NULL,2009.0,NULL
761454789,https://krisha.kz/a/show/761454789,24000000,2,Алматы р-н,2 из 9,кирпичный,NULL,54.0,раздельный,NULL,2011.0,NULL
762010387,https://krisha.kz/a/show/762010387,20499000,1,Есильский р-н,4 из 9,монолитный,Nova City,40.0,NULL,NULL,2019.0,NULL
761765305,https://krisha.kz/a/show/761765305,27900000,3,Астана,3 из 5,кирпичный,NULL,83.0,NULL,2.7,1990.0,NULL
762071988,https://krisha.kz/a/show/762071988,52000000,2,Алматы р-н,5 из 10,монолитный,Austria,63.0,совмещенный,NULL,2022.0,NULL
761422022,https://krisha.kz/a/show/761422022,36500000,2,Алматы р-н,12 из 12,монолитный,Dauletti Qalashyq,61.0,совмещенный,NULL,2025.0,NULL
760333306,https://krisha.kz/a/show/760333306,51000000,4,р-н Байконур,3 из 13,кирпичный,Изобилие,112.0,NULL,NULL,2011.0,NULL
761670225,https://krisha.kz/a/show/761670225,51500000,3,Есильский р-н,17 из 24,монолитный,Алтын Шар 1,93.6,2 с/у и более,NULL,2018.0,NULL
761993132,https://krisha.kz/a/show/761993132,59000000,4,Сарыарка р-н,17,монолитный,Grand Alatau,120.0,NULL,NULL,2010.0,NULL
762179665,https://krisha.kz/a/show/762179665,14500000,2,Сарыарка р-н,1 из 5,панельный,NULL,45.0,совмещенный,NULL,1968.0,NULL
689904638,https://krisha.kz/a/show/689904638,19000000,3,Сарыарка р-н,4 из 5,монолитный,NULL,58.0,раздельный,NULL,1998.0,NULL
762171257,https://krisha.kz/a/show/762171257,20500000,2,Нура р-н,9 из 12,кирпичный,Sharyn,38.0,NULL,NULL,2023.0,NULL
698325085,https://krisha.kz/a/show/698325085,13500000,1,Сарыарка р-н,6 из 12,кирпичный,Талапкерский,33.0,совмещенный,NULL,2008.0,NULL
699390430,https://krisha.kz/a/show/699390430,56000000,4,Есильский р-н,4 из 14,монолитный,Лазурный квартал,105.0,NULL,NULL,2013.0,NULL
761602469,https://krisha.kz/a/show/761602469,18000000,1,Есильский р-н,2 из 9,кирпичный,Femida,36.1,NULL,NULL,2016.0,паркинг
761868757,https://krisha.kz/a/show/761868757,30000000,2,Есильский р-н,2 из 12,монолитный,Инфинити-2,81.0,NULL,NULL,2012.0,паркинг
761366627,https://krisha.kz/a/show/761366627,23000000,3,Алматы р-н,3 из 5,панельный,NULL,70.0,раздельный,NULL,1988.0,NULL
760680756,https://krisha.kz/a/show/760680756,57500000,4,Есильский р-н,1 из 9,монолитный,Меруерт,99.0,совмещенный,NULL,2006.0,NULL
761091042,https://krisha.kz/a/show/761091042,41000000,2,Есильский р-н,3 из 12,монолитный,Дипломат,82.0,2 с/у и более,NULL,2009.0,NULL
699708227,https://krisha.kz/a/show/699708227,146511000,5,Алматы р-н,5 из 10,монолитный,Golden Residence,200.7,NULL,NULL,2024.0,NULL
761793323,https://krisha.kz/a/show/761793323,21300000,1,Нура р-н,7 из 9,кирпичный,Green Town,35.0,совмещенный,NULL,2024.0,NULL
762025185,https://krisha.kz/a/show/762025185,50000000,3,Есильский р-н,14 из 14,монолитный,Коркем 2,83.7,NULL,NULL,2016.0,NULL
760098398,https://krisha.kz/a/show/760098398,28800000,1,Есильский р-н,3 из 6,кирпичный,Nura Esil,41.5,NULL,NULL,2019.0,паркинг
761450159,https://krisha.kz/a/show/761450159,47000000,2,Есильский р-н,9 из 24,монолитный,Времена года. Лето,68.3,NULL,NULL,2018.0,NULL
699596273,https://krisha.kz/a/show/699596273,55881000,3,Алматы р-н,8,монолитный,Golden Residence,88.7,NULL,NULL,2024.0,NULL
761916471,https://krisha.kz/a/show/761916471,83220000,4,Алматы р-н,7 из 9,монолитный,Golden Residence,114.0,NULL,NULL,2024.0,NULL
685213038,https://krisha.kz/a/show/685213038,23000000,1,Есильский р-н,8 из 11,монолитный,Syganak,42.8,NULL,NULL,2023.0,NULL
688370337,https://krisha.kz/a/show/688370337,62000000,3,Есильский р-н,4 из 9,кирпичный,Аркада,94.0,NULL,NULL,2021.0,NULL
761477409,https://krisha.kz/a/show/761477409,34500000,2,Есильский р-н,11 из 18,монолитный,Capital Park. Flowers,47.0,NULL,NULL,2023.0,NULL
762189753,https://krisha.kz/a/show/762189753,16400000,1,Сарыарка р-н,1 из 5,кирпичный,Tulpar City,38.2,совмещенный,NULL,2018.0,NULL
761784014,https://krisha.kz/a/show/761784014,71142960,3,Астана,8 из 9,монолитный,GreenLine. Aurora,99.64,NULL,NULL,2026.0,NULL
761912723,https://krisha.kz/a/show/761912723,75000000,4,Астана,5 из 9,кирпичный,Galamat Park,112.4,NULL,NULL,2020.0,NULL
761794465,https://krisha.kz/a/show/761794465,20000000,1,р-н Байконур,4 из 14,монолитный,Хан Тенгри,51.6,NULL,NULL,2012.0,NULL
761320124,https://krisha.kz/a/show/761320124,25900000,2,Нура р-н,10 из 15,монолитный,RAUDA,40.0,NULL,NULL,2024.0,NULL
692920696,https://krisha.kz/a/show/692920696,23500000,2,Алматы р-н,14 из 14,монолитный,NULL,56.0,раздельный,NULL,2013.0,NULL
762184601,https://krisha.kz/a/show/762184601,25499777,3,Алматы р-н,7 из 13,монолитный,Арыстан,90.0,NULL,NULL,2020.0,паркинг
762184526,https://krisha.kz/a/show/762184526,23499990,1,Нура р-н,10 из 10,кирпичный,Copenhagen,36.0,NULL,NULL,2020.0,паркинг
698364622,https://krisha.kz/a/show/698364622,48500000,3,Есильский р-н,8 из 12,кирпичный,Zhana Bastau,68.0,совмещенный,NULL,2024.0,NULL
699823446,https://krisha.kz/a/show/699823446,65500000,3,Есильский р-н,6 из 18,монолитный,Landmark,72.0,NULL,NULL,2023.0,NULL
761261870,https://krisha.kz/a/show/761261870,22000000,1,Есильский р-н,2 из 16,панельный,Nova City,36.0,совмещенный,NULL,2018.0,NULL
698284972,https://krisha.kz/a/show/698284972,43000000,3,Есильский р-н,4 из 10,монолитный,Дипломат,88.0,NULL,NULL,2009.0,NULL
699203217,https://krisha.kz/a/show/699203217,32500000,1,Есильский р-н,9 из 9,кирпичный,Дельфин,74.5,совмещенный,NULL,2009.0,NULL
760668835,https://krisha.kz/a/show/760668835,29000000,2,Сарыарка р-н,10 из 12,монолитный,Возрождение,70.0,раздельный,NULL,2011.0,NULL
761443857,https://krisha.kz/a/show/761443857,28400000,2,Нура р-н,3 из 9,монолитный,Respublika,44.0,NULL,NULL,2023.0,паркинг
761538991,https://krisha.kz/a/show/761538991,45500000,3,Алматы р-н,2 из 9,кирпичный,НИПИ-2,97.0,NULL,NULL,2010.0,паркинг
761910425,https://krisha.kz/a/show/761910425,48000000,4,Сарайшык р-н,1 из 9,кирпичный,RAIYMBEK,121.1,NULL,NULL,2023.0,NULL
691065730,https://krisha.kz/a/show/691065730,29500000,1,Алматы р-н,4 из 10,кирпичный,Umai,34.3,NULL,NULL,2022.0,NULL
683495989,https://krisha.kz/a/show/683495989,18000000,1,Сарыарка р-н,6 из 14,кирпичный,NULL,43.7,совмещенный,NULL,2012.0,NULL
761580412,https://krisha.kz/a/show/761580412,16200000,1,р-н Байконур,2 из 9,монолитный,Aqyn Abai,32.57,NULL,NULL,2025.0,NULL
762170984,https://krisha.kz/a/show/762170984,68000000,3,Алматы р-н,23 из 27,NULL,Хайвил Астана,98.0,2 с/у и более,NULL,2014.0,NULL
760223327,https://krisha.kz/a/show/760223327,53000000,3,Есильский р-н,11 из 11,монолитный,Коркем 2,90.0,NULL,NULL,2016.0,NULL
761772359,https://krisha.kz/a/show/761772359,37000000,2,Есильский р-н,11,монолитный,Liberty,50.0,NULL,NULL,2021.0,NULL
761093162,https://krisha.kz/a/show/761093162,91000000,4,Алматы р-н,5 из 9,кирпичный,England,109.0,раздельный,NULL,2017.0,NULL
760733655,https://krisha.kz/a/show/760733655,14000000,1,Сарыарка р-н,5,панельный,NULL,35.1,NULL,NULL,1977.0,NULL
761135830,https://krisha.kz/a/show/761135830,26990000,2,Астана,8 из 14,монолитный,Алтын Шар 1,60.0,NULL,NULL,2020.0,NULL
761934203,https://krisha.kz/a/show/761934203,73000000,4,Есильский р-н,5 из 15,монолитный,Коркем 2,124.0,2 с/у и более,NULL,2016.0,NULL
761561684,https://krisha.kz/a/show/761561684,33000000,1,Есильский р-н,2 из 13,монолитный,Нурсая,66.0,NULL,NULL,2009.0,паркинг
761486498,https://krisha.kz/a/show/761486498,25000000,1,Есильский р-н,6 из 11,монолитный,Семейный,47.0,NULL,NULL,2018.0,NULL
761437173,https://krisha.kz/a/show/761437173,26500000,2,Нура р-н,6 из 7,кирпичный,Шыгыс,55.0,NULL,2.7,2018.0,NULL
761443941,https://krisha.kz/a/show/761443941,48000000,2,Нура р-н,7 из 9,монолитный,Grand Turan Avenue,48.0,NULL,NULL,2024.0,NULL
760980155,https://krisha.kz/a/show/760980155,30000000,1,Есильский р-н,7 из 9,монолитный,Сердце Столицы,42.0,NULL,NULL,2021.0,NULL
760051789,https://krisha.kz/a/show/760051789,95000000,4,Есильский р-н,9 из 12,монолитный,Олимп палас-2,130.0,NULL,NULL,2015.0,NULL
761231941,https://krisha.kz/a/show/761231941,103900000,3,Алматы р-н,26 из 28,монолитный,Highvill Ishim,135.2,2 с/у и более,NULL,2018.0,NULL
761228178,https://krisha.kz/a/show/761228178,32900000,2,Есильский р-н,3 из 14,монолитный,Улы Дала Авеню,42.0,NULL,NULL,2024.0,NULL
761998718,https://krisha.kz/a/show/761998718,15000000,1,Алматы р-н,5 из 9,монолитный,Апато,27.2,NULL,NULL,2006.0,паркинг
762155466,https://krisha.kz/a/show/762155466,22500000,2,Есильский р-н,14 из 15,монолитный,Hazar,42.0,NULL,NULL,2020.0,NULL
688395502,https://krisha.kz/a/show/688395502,191524700,4,Алматы р-н,NULL,монолитный,Vivaldi,181.54,2 с/у и более,3.6,2025.0,NULL
762162713,https://krisha.kz/a/show/762162713,19490000,1,Есильский р-н,8 из 9,кирпичный,Арнау,37.0,NULL,NULL,2017.0,NULL
761483614,https://krisha.kz/a/show/761483614,48000000,2,Есильский р-н,6 из 6,кирпичный,Венский квартал,73.8,NULL,NULL,2018.0,паркинг
697136438,https://krisha.kz/a/show/697136438,35600000,3,Алматы р-н,8 из 15,монолитный,Muz Tau,96.14,NULL,NULL,2025.0,паркинг
762189563,https://krisha.kz/a/show/762189563,12500000,1,Сарыарка р-н,2 из 16,кирпичный,NULL,29.0,совмещенный,NULL,2010.0,NULL
761731118,https://krisha.kz/a/show/761731118,14952000,1,Сарайшык р-н,5 из 10,кирпичный,Ясин,39.87,NULL,NULL,2025.0,паркинг
760838051,https://krisha.kz/a/show/760838051,28990000,2,Есильский р-н,8 из 9,монолитный,Новый мир,65.0,NULL,NULL,2006.0,NULL
761730528,https://krisha.kz/a/show/761730528,15500000,1,Сарайшык р-н,6 из 9,монолитный,Амирель,34.0,NULL,NULL,2025.0,паркинг
697008512,https://krisha.kz/a/show/697008512,56000000,4,Есильский р-н,14 из 15,монолитный,Лазурный квартал,105.0,NULL,NULL,2018.0,NULL
762189064,https://krisha.kz/a/show/762189064,22800000,1,Астана,11 из 12,монолитный,Bravo Family,39.1,NULL,NULL,2020.0,NULL
761231415,https://krisha.kz/a/show/761231415,11620000,1,Алматы р-н,NULL,кирпичный,NULL,33.2,совмещенный,NULL,2026.0,NULL
761730023,https://krisha.kz/a/show/761730023,24500000,1,Астана,3 из 17,монолитный,Capital Park. Emotions,39.1,NULL,NULL,2025.0,паркинг
761751533,https://krisha.kz/a/show/761751533,36000000,2,Астана,2 из 10,монолитный,GreenLine.BI City Seoul,61.0,NULL,NULL,2017.0,NULL
761752953,https://krisha.kz/a/show/761752953,41000000,3,Алматы р-н,10 из 12,кирпичный,12 месяцев,75.0,NULL,NULL,2018.0,паркинг
761753228,https://krisha.kz/a/show/761753228,26500000,2,Астана,10 из 24,монолитный,Sezim Qala.Baqyt Towers,52.0,NULL,2.7,2025.0,NULL
761764415,https://krisha.kz/a/show/761764415,45000000,3,Астана,9,кирпичный,Молодежный,90.0,NULL,2.7,2024.0,NULL
699885973,https://krisha.kz/a/show/699885973,19500000,1,Алматы р-н,5 из 12,монолитный,Dauletti Qalashyq,37.77,NULL,NULL,2025.0,NULL
762052706,https://krisha.kz/a/show/762052706,22000000,3,Сарыарка р-н,2 из 5,кирпичный,NULL,60.0,NULL,2.7,1970.0,NULL
699856510,https://krisha.kz/a/show/699856510,19500000,1,Есильский р-н,3 из 10,кирпичный,Washington,38.4,NULL,NULL,2025.0,NULL
761553534,https://krisha.kz/a/show/761553534,60000000,3,Есильский р-н,16 из 21,монолитный,NULL,115.14,NULL,NULL,2025.0,NULL
761553534,https://krisha.kz/a/show/761553534,60000000,3,Есильский р-н,16 из 21,монолитный,NULL,115.14,NULL,NULL,2025.0,NULL
761002159,https://krisha.kz/a/show/761002159,14000000,1,Сарыарка р-н,3 из 12,кирпичный,Rio de Janeiro,42.3,NULL,NULL,2025.0,NULL
762154446,https://krisha.kz/a/show/762154446,37500000,3,р-н Байконур,5 из 10,кирпичный,Ален,90.0,NULL,2.7,2016.0,NULL
761983659,https://krisha.kz/a/show/761983659,42500000,3,Алматы р-н,3 из 9,кирпичный,Айбике,82.0,2 с/у и более,NULL,2023.0,NULL
760871858,https://krisha.kz/a/show/760871858,17300000,1,Алматы р-н,6 из 22,монолитный,Гранд Астана,32.0,совмещенный,NULL,2011.0,NULL
761905810,https://krisha.kz/a/show/761905810,25000000,2,Сарайшык р-н,10 из 11,NULL,NULL,50.0,совмещенный,NULL,2018.0,NULL
761762667,https://krisha.kz/a/show/761762667,31500000,2,Нура р-н,10 из 12,монолитный,Tumar Club,55.5,NULL,NULL,2025.0,паркинг
761340344,https://krisha.kz/a/show/761340344,56000000,3,Есильский р-н,13 из 18,монолитный,Sauran Towers,83.0,раздельный,NULL,2018.0,NULL
761457272,https://krisha.kz/a/show/761457272,23000000,2,Сарайшык р-н,2 из 9,монолитный,AMANAT,48.8,NULL,NULL,2024.0,NULL
694930213,https://krisha.kz/a/show/694930213,43000000,2,Нура р-н,9 из 16,монолитный,Evolution,47.0,NULL,NULL,2024.0,NULL
760913008,https://krisha.kz/a/show/760913008,21500000,1,Астана,6 из 18,монолитный,NULL,43.0,совмещенный,NULL,2010.0,NULL
761675730,https://krisha.kz/a/show/761675730,25000000,2,р-н Байконур,9 из 9,монолитный,Кокшебель,66.6,совмещенный,NULL,2023.0,NULL
761676944,https://krisha.kz/a/show/761676944,35000000,2,Алматы р-н,2 из 5,кирпичный,NULL,79.0,NULL,2.7,2004.0,NULL
762024147,https://krisha.kz/a/show/762024147,27500000,2,Есильский р-н,4 из 11,монолитный,SAFIA,50.0,совмещенный,NULL,2024.0,NULL
761987017,https://krisha.kz/a/show/761987017,18500000,1,Алматы р-н,4 из 13,иной,NULL,36.7,совмещенный,NULL,2016.0,NULL
760350137,https://krisha.kz/a/show/760350137,17573861,1,Есильский р-н,7 из 12,монолитный,Salman City,37.1,NULL,NULL,2025.0,паркинг
761649298,https://krisha.kz/a/show/761649298,93000000,3,Алматы р-н,4 из 18,монолитный,Хайвил Астана,156.0,NULL,NULL,2011.0,паркинг
690750293,https://krisha.kz/a/show/690750293,12000000,1,Нура р-н,2 из 5,кирпичный,Comfort Tandau,24.0,NULL,NULL,2024.0,NULL
761707567,https://krisha.kz/a/show/761707567,35300000,2,Есильский р-н,8 из 17,NULL,BUQAR JYRAU EXCLUSIVE 2,43.0,NULL,NULL,2025.0,NULL
761856221,https://krisha.kz/a/show/761856221,22500000,1,Алматы р-н,9 из 9,монолитный,Елорда Даму по Байтурсынова,40.0,совмещенный,NULL,2016.0,NULL
762078677,https://krisha.kz/a/show/762078677,95000000,5,Алматы р-н,24 из 25,монолитный,Highvill Ishim,114.5,NULL,NULL,2021.0,паркинг
761809754,https://krisha.kz/a/show/761809754,30000000,2,Нура р-н,11 из 12,монолитный,Respublika,44.2,совмещенный,NULL,2024.0,NULL
761578112,https://krisha.kz/a/show/761578112,28500000,2,Алматы р-н,3 из 9,монолитный,Tamerlan,44.0,NULL,NULL,2024.0,NULL
762023594,https://krisha.kz/a/show/762023594,17790000,2,Алматы р-н,8 из 15,монолитный,Muz Tau,44.96,NULL,NULL,2025.0,NULL
698721576,https://krisha.kz/a/show/698721576,27000000,1,Есильский р-н,6 из 6,монолитный,Expo Plaza,41.5,NULL,NULL,2017.0,NULL
761483730,https://krisha.kz/a/show/761483730,19000000,1,Есильский р-н,5 из 16,монолитный,Nova City,35.2,NULL,NULL,2018.0,NULL
761595620,https://krisha.kz/a/show/761595620,67500000,4,Нура р-н,7 из 14,монолитный,Sultan Beibarys,131.0,NULL,NULL,2025.0,паркинг
690296604,https://krisha.kz/a/show/690296604,23600000,2,Нура р-н,3 из 5,кирпичный,Comfort Tandau,59.0,NULL,NULL,2024.0,NULL
696139126,https://krisha.kz/a/show/696139126,23099999,1,Нура р-н,13 из 17,монолитный,Dastur,39.5,NULL,NULL,2024.0,NULL
690881156,https://krisha.kz/a/show/690881156,13930000,1,Нура р-н,1 из 5,кирпичный,Comfort Tandau,39.8,NULL,NULL,2024.0,NULL
698492007,https://krisha.kz/a/show/698492007,189000000,4,Алматы р-н,5 из 6,кирпичный,Сулу,200.0,NULL,NULL,2014.0,паркинг
761649679,https://krisha.kz/a/show/761649679,75000000,3,Нура р-н,3 из 12,монолитный,GreenLine.Asyl Mura Qorqyt Ata,94.0,NULL,NULL,2023.0,NULL
761639890,https://krisha.kz/a/show/761639890,48500000,2,Алматы р-н,4 из 9,кирпичный,England,67.0,совмещенный,NULL,2017.0,NULL
761576082,https://krisha.kz/a/show/761576082,158000000,3,Есильский р-н,17 из 22,монолитный,Ray Residence,110.0,2 с/у и более,NULL,2019.0,NULL
761968743,https://krisha.kz/a/show/761968743,24700000,1,Нура р-н,3 из 9,кирпичный,Eva,42.25,NULL,NULL,2024.0,паркинг
762094203,https://krisha.kz/a/show/762094203,22500000,2,Алматы р-н,12 из 12,иной,Saratan,48.2,совмещенный,NULL,2023.0,NULL
762023640,https://krisha.kz/a/show/762023640,27500000,3,Алматы р-н,4 из 6,кирпичный,NULL,57.0,NULL,NULL,1997.0,NULL
761363177,https://krisha.kz/a/show/761363177,36500000,3,р-н Байконур,5 из 7,кирпичный,NULL,82.0,раздельный,NULL,2006.0,NULL
696368044,https://krisha.kz/a/show/696368044,14500000,1,Алматы р-н,1 из 5,кирпичный,Солнечный город,30.0,NULL,NULL,2011.0,NULL
761761019,https://krisha.kz/a/show/761761019,24500000,1,Есильский р-н,3 из 10,кирпичный,Copenhagen,37.0,совмещенный,NULL,2020.0,NULL
762015974,https://krisha.kz/a/show/762015974,35000000,3,Алматы р-н,3 из 13,кирпичный,Аль-Фараби-2,106.0,NULL,NULL,2009.0,паркинг
761625630,https://krisha.kz/a/show/761625630,28500000,2,Нура р-н,3 из 9,монолитный,Respublika,44.18,совмещенный,NULL,2024.0,NULL
761931838,https://krisha.kz/a/show/761931838,69500000,4,Есильский р-н,8 из 8,монолитный,Queens,105.0,NULL,NULL,2019.0,паркинг
761562107,https://krisha.kz/a/show/761562107,22000000,1,Алматы р-н,4 из 7,монолитный,Asqat,37.0,совмещенный,NULL,2020.0,NULL
761410707,https://krisha.kz/a/show/761410707,45000000,2,Есильский р-н,2 из 19,кирпичный,Комфорт De Luxe,60.3,NULL,NULL,2019.0,NULL
761921826,https://krisha.kz/a/show/761921826,51999000,3,Нура р-н,15 из 22,монолитный,Respublika,73.0,NULL,NULL,2023.0,NULL
761509970,https://krisha.kz/a/show/761509970,35000000,2,Алматы р-н,4 из 14,монолитный,Кахарман,79.0,NULL,NULL,2008.0,NULL
760689843,https://krisha.kz/a/show/760689843,65000000,4,Есильский р-н,5 из 9,кирпичный,Арман кала,113.7,2 с/у и более,NULL,2015.0,NULL
691204152,https://krisha.kz/a/show/691204152,60899999,3,Есильский р-н,3 из 6,кирпичный,Comfort Town,115.0,NULL,NULL,2015.0,NULL
761443717,https://krisha.kz/a/show/761443717,36000000,3,Алматы р-н,1 из 6,монолитный,Искандер,90.5,NULL,NULL,2011.0,NULL
761392739,https://krisha.kz/a/show/761392739,30700000,1,Есильский р-н,4 из 24,монолитный,Времена года. Лето,38.7,NULL,NULL,2022.0,NULL
695169775,https://krisha.kz/a/show/695169775,25500000,2,Есильский р-н,10 из 14,кирпичный,Жагалау 3,64.3,раздельный,NULL,2016.0,NULL
